location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.20,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.45,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.5,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.55,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.6,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.65,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.7,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.75,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.8,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.85,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.9,0
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.95,1
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.975,1
Alabama,2023-04-30,2023-05-31,Monthly WNV neuroinvasive disease cases,quantile,0.99,1
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.20,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.45,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.5,0
Alabama,2023-04-30,2023-06-30,Monthly WNV neuroinvasive disease cases,quantile,0.55,0
